"threshold","TP","FP","TN","FN","sensitivity","specificity"
0.83,16,0,32,11,0.592592592592593,1
0.831,16,0,32,11,0.592592592592593,1
0.832,16,0,32,11,0.592592592592593,1
0.833,16,0,32,11,0.592592592592593,1
0.834,16,0,32,11,0.592592592592593,1
0.835,16,0,32,11,0.592592592592593,1
0.836,16,0,32,11,0.592592592592593,1
0.837,16,0,32,11,0.592592592592593,1
0.838,16,0,32,11,0.592592592592593,1
0.839,16,0,32,11,0.592592592592593,1
0.84,16,0,32,11,0.592592592592593,1
0.841,16,0,32,11,0.592592592592593,1
0.842,16,0,32,11,0.592592592592593,1
0.843,16,0,32,11,0.592592592592593,1
0.844,16,0,32,11,0.592592592592593,1
0.845,16,0,32,11,0.592592592592593,1
0.846,16,0,32,11,0.592592592592593,1
0.847,16,0,32,11,0.592592592592593,1
0.848,16,0,32,11,0.592592592592593,1
0.849,16,0,32,11,0.592592592592593,1
0.85,16,0,32,11,0.592592592592593,1
0.851,16,0,32,11,0.592592592592593,1
0.852,16,0,32,11,0.592592592592593,1
0.853,16,0,32,11,0.592592592592593,1
0.854,16,0,32,11,0.592592592592593,1
0.855,16,0,32,11,0.592592592592593,1
0.856,16,0,32,11,0.592592592592593,1
0.857,16,0,32,11,0.592592592592593,1
0.858,16,0,32,11,0.592592592592593,1
0.859,16,0,32,11,0.592592592592593,1
0.86,16,0,32,11,0.592592592592593,1
0.861,16,0,32,11,0.592592592592593,1
0.862,16,0,32,11,0.592592592592593,1
0.863,16,0,32,11,0.592592592592593,1
0.864,16,0,32,11,0.592592592592593,1
0.865,16,0,32,11,0.592592592592593,1
0.866,16,0,32,11,0.592592592592593,1
0.867,16,0,32,11,0.592592592592593,1
0.868,16,0,32,11,0.592592592592593,1
0.869,16,0,32,11,0.592592592592593,1
0.87,16,0,32,11,0.592592592592593,1
0.871,16,0,32,11,0.592592592592593,1
0.872,16,0,32,11,0.592592592592593,1
0.873,16,0,32,11,0.592592592592593,1
0.874,16,0,32,11,0.592592592592593,1
0.875,16,0,32,11,0.592592592592593,1
0.876,16,0,32,11,0.592592592592593,1
0.877,16,0,32,11,0.592592592592593,1
0.878,16,0,32,11,0.592592592592593,1
0.879,16,0,32,11,0.592592592592593,1
0.88,16,0,32,11,0.592592592592593,1
0.881,16,0,32,11,0.592592592592593,1
0.882,16,0,32,11,0.592592592592593,1
0.883,16,0,32,11,0.592592592592593,1
0.884,16,0,32,11,0.592592592592593,1
0.885,16,0,32,11,0.592592592592593,1
0.886,16,0,32,11,0.592592592592593,1
0.887,16,0,32,11,0.592592592592593,1
0.888,16,0,32,11,0.592592592592593,1
0.889,16,0,32,11,0.592592592592593,1
0.89,16,0,32,11,0.592592592592593,1
0.891,16,0,32,11,0.592592592592593,1
0.892,16,0,32,11,0.592592592592593,1
0.893,16,0,32,11,0.592592592592593,1
0.894,16,0,32,11,0.592592592592593,1
0.895,16,0,32,11,0.592592592592593,1
0.896,16,0,32,11,0.592592592592593,1
0.897,16,0,32,11,0.592592592592593,1
0.898,16,0,32,11,0.592592592592593,1
0.899,16,0,32,11,0.592592592592593,1
0.9,16,0,32,11,0.592592592592593,1
